Participants #,inital magnification(mm),height,width,aperture,max aperture,brightness,exposure bias,focal length,make,model,exposure time,fnumber,field of view,field of view(arcminute),arcminute degree in each pixel,observation point(latitude),observation point(longitude),observation point(altitude),observation point(relative height(feet)),observation point(relative height(arcminute)),observation point(width(feet)),observation point(width(arcminute)),target location(latitude),target location(longitude),target location(altitude),target location(relative height(feet)),target location(relative height(arcminute),target location(width(feet)),target location(width(arcminute))
28273,300,3456,5184,5.375,None,None,0.0,130.0,Canon,Canon EOS REBEL T3i,0.002,6.3,9.804435197145207,588.2661118287124,0.11347725922621767,37.417,-122.18,284.405,0,0,0,0,37.428,-122.167,81.093,81.687,51.977,39.0,24.817
28273,75,3456,5184,5.625,None,None,0.0,100.0,Canon,Canon EOS REBEL T3i,0.0025,7.1,12.724401538998091,763.4640923398855,0.14727316596062606,37.417,-122.18,284.405,0,0,0,0,37.428,-122.167,81.093,81.687,51.977,39.0,24.817
