Participants #,inital magnification(mm),height,width,aperture,max aperture,brightness,exposure bias,focal length,make,model,exposure time,fnumber,field of view,field of view(arcminute),arcminute degree in each pixel,observation point(latitude),observation point(longitude),observation point(altitude),observation point(relative height(feet)),observation point(relative height(arcminute)),observation point(width(feet)),observation point(width(arcminute)),target location(latitude),target location(longitude),target location(altitude),target location(relative height(feet)),target location(relative height(arcminute),target location(width(feet)),target location(width(arcminute))
5,300,3456,5184,8.625,None,None,0.0,110.0,Canon,Canon EOS REBEL T3i,0.005,20.0,11.57587937145351,694.5527622872106,0.13398008531774896,37.417,-122.18,284.405,0,0,0,0,37.79,-122.397,16.709,802.303,18.418,75.21,1.727
5,75,3456,5184,5.625,None,None,0.0,90.0,Canon,Canon EOS REBEL T3i,0.0025,7.1,14.124650477141358,847.4790286284815,0.16347975089283978,37.417,-122.18,284.405,0,0,0,0,37.79,-122.397,16.709,802.303,18.418,75.21,1.727
