Participants #,inital magnification(mm),height,width,aperture,max aperture,brightness,exposure bias,focal length,make,model,exposure time,fnumber,field of view,field of view(arcminute),arcminute degree in each pixel,observation point(latitude),observation point(longitude),observation point(altitude),observation point(relative height(feet)),observation point(relative height(arcminute)),observation point(width(feet)),observation point(width(arcminute)),target location(latitude),target location(longitude),target location(altitude),target location(relative height(feet)),target location(relative height(arcminute),target location(width(feet)),target location(width(arcminute))
4,300,3456,5184,8.625,None,None,0.0,95.0,Canon,Canon EOS REBEL T3i,0.005,20.0,13.38817895951719,803.2907375710314,0.1549557749944119,37.417,-122.18,284.405,0,0,0,0,37.79,-122.396,14.769,533.364,12.262,46.7,1.074
4,75,3456,5184,5.625,None,None,0.0,90.0,Canon,Canon EOS REBEL T3i,0.0025,7.1,14.124650477141358,847.4790286284815,0.16347975089283978,37.417,-122.18,284.405,0,0,0,0,37.79,-122.396,14.769,533.364,12.262,46.7,1.074
